3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
3.5123295,-76.5141267
